parentid,object_location,objectid,title,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,image_small,image_thumb
juneteenth030,https://historicsites.nc.gov/all-sites/bennett-place,juneteenth035,Bennett Place Historic Site,1865,,North Carolina Division of State Historic Sites and Properties,,Website for the Bennett Place Historic Site,single-page; website,"Bennett Place State Historic Site; Historic sites--North Carolina; North Carolina--History--Civil War, 1861-1865","Durham, North Carolina",,,,North Carolina Division of State Historic Sites and Properties,North Carolina Division of State Historic Sites and Properties,,,,"Unless otherwise noted on an individual document, the state of North Carolina grants permission to copy and distribute non-image files, documents, and information for non-commercial use, provided they are copied and distributed without alteration. Photos and other images appearing on our websites have been purchased with a license for limited use. Use of any photos or images appearing on any state website is strictly prohibited.",https://www.nc.gov/disclaimer-terms-use,Text,application/pdf,eng,,pdf,/objects/small/035_bennett_place_website_sm.jpg,/objects/thumbs/035_bennett_place_website_th.jpg
,https://digital.ncdcr.gov/Documents/Detail/hubster-2021-june/3694994,juneteenth036,Hubster,2021-06-01,no,North Carolina. Office for Historically Underutilized Businesses.,,Newsletter of the Office for Historically Underutilized Businesses discussing the celebration of Juneteenth.,multiple-page; newsletter,Minority business enterprises--North Carolina--Periodicals; North Carolina. Office for Historically Underutilized Businesses--Periodicals,,,,,North Carolina Digital State Publications Collection,North Carolina Digital State Publications Collection,,,pubs_serial_1111577831_hubster202106,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,application/pdf,eng,,pdf,/objects/small/036_hubster_sm.jpg,/objects/thumbs/036_hubster_th.jpg
,https://digital.ncdcr.gov/Documents/Detail/newslink-weekly-e-newsletter-for-visitnc-partners-2021-june-23/3701657,juneteenth037,Newslink : weekly e-newsletter for VisitNC partners,2021-06-23,no,"North Carolina. Division of Tourism, Film, and Sports Development.",,Weekly e-newsletter for VisitNC partners with an article talking about plans for a Juneteenth celebration in Raleigh,multiple-page; newsletter,"North Carolina. Division of Tourism, Film, and Sports Development--Periodicals; Tourism--North Carolina--Periodicals; Travel--Periodicals",,,,,North Carolina Digital State Publications Collection,North Carolina Digital State Publications Collection,,,pubs_serial_854906133_newslink20210623,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,application/pdf,eng,,pdf,/objects/small/037_newslink_sm.jpg,/objects/thumbs/037_newslink_th.jpg
,https://digital.ncdcr.gov/Documents/Detail/charter-news-from-the-division-of-archives-and-records-2014-fall/3694012?item=5099928,juneteenth038,Charter : news from the Division of Archives and Records,2014,no,North Carolina. Division of Archives and History.,,A newsletter from the NC Division of Archives and Records which discusses the tour of the Thirteenth Amendment through the state.,multiple-page; newsletter,Archives--North Carolina--Periodicals; North Carolina. Division of Archives and History--Periodicals,,,,,North Carolina Digital State Publications Collection,North Carolina Digital State Publications Collection,,,pubs_serial_1011358142_charter2014fall,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,application/pdf,eng,,pdf,/objects/small/038_charter_sm.jpg,/objects/thumbs/038_charter_th.jpg
,https://digital.ncdcr.gov/Documents/Detail/mullet-wrapper-2011-june-v.8-no.6/2309833?item=2324019,juneteenth039,Mullet wrapper,2011-06-01,no,North Carolina Maritime Museum.,,A newsletter from the NC Maritime Museum at Southport with an article about Juneteenth,multiple-page; newsletter,"North Carolina Maritime Museum--Periodicals; North Carolina--History--Periodicals; North Carolina--History, Naval--Periodicals",,,,,North Carolina Digital State Publications Collection,North Carolina Digital State Publications Collection,,,pubs_serial_mulletwrapper201106,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,application/pdf,eng,,pdf,/objects/small/039_mulletwrapper_sm.jpg,/objects/thumbs/039_mulletwrapper_th.jpg
,https://www.ncpedia.org/emancipation-day,juneteenth040,Emancipation Day,1865-01-01,no,"Towles, Louis P.",,Article about the orgins of Emancipation Day,single-page; article,"Enslaved persons--Emancipation--North Carolina; North Carolina--History--Civil War, 1861-1865--African Americans; North Carolina--History--Civil War, 1861-1865--New Bern, 1864","New Bern, North Carolina",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/2412,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/emancipation-day,Text,text/html,eng,,pdf,/objects/small/040_emancipation_day_sm.jpg,/objects/thumbs/040_emancipation_day_th.jpg
,https://www.ncpedia.org/emancipation,juneteenth041,Emancipation,1863-01-01,no,"Nash, Steven E.",,Article about the emancipation of enslaved African Americans,single-page; article,"African American children; African American  men; African American women; African Americans; Enslaved persons--Emancipation--United States; Slavery--Law and legislation--United States; Slavery--Law and legislation--United States--History; Slavery--United States--History--19th century; United States--History--Civil War, 1861-1865; United States--Politics and government--1861-1865; United States. President (1861-1865 : Lincoln). Emancipation Proclamation",United States,,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/2411,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/emancipation,Text,text/html,eng,,pdf,/objects/small/041_emancipation_proc_sm.jpg,/objects/thumbs/041_emancipation_proc_th.jpg
,https://www.ncpedia.org/underground-railroad,juneteenth042,Underground Railroad,1819,yes,"Coffin, Alex",,Article about the Underground Railroad in North Carolina,single-page; article,Underground Railroad; Enslaved persons--Social conditions; Slavery--United States--History,,,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/3590,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/underground-railroad,Text,text/html,eng,,pdf,/objects/small/042_underground_railroad_sm.jpg,/objects/thumbs/042_underground_railroad_th.jpg
,https://www.ncpedia.org/anchor/levi-coffin-and-underground,juneteenth043,Levi Coffin and the Underground Railroad,,yes,,,Article about Levi Coffin and his work with the Underground Railroad,single-page; article,Underground Railroad; Quakers--North Carolina--History; Enslaved persons--Social conditions; Slavery--United States--History,,,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/13666,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/anchor/levi-coffin-and-underground,Text,text/html,eng,,pdf,/objects/small/043_levicoffinhouse_sm.jpg,/objects/thumbs/043_levicoffinhouse_th.jpg
,https://www.ncpedia.org/african-americans/emancipation,juneteenth044,African Americans,1863-1900,yes,"Alexander, Roberta Sue, Rodney D. Barfield, and Steven E. Nash",,Third part of a multi-part article about African Americans in North Carolina discussing Emancipation of enslaved people,single-page; article,"African American history; African American men; African Americans; African Americans--History--1863-1877; Enslaved persons--Emancipation--North Carolina; North Carolina--History--Civil War, 1861-1865--African Americans","North Carolina, United States",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/3796,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/044_aa_emancipation_sm.jpg,/objects/thumbs/044_aa_emancipation_th.jpg
,https://www.ncpedia.org/freedmens-conventions,juneteenth045,Freedmen's Conventions,1865-1866,yes,"Jones, H.G.",,Article about Freedmen's Conventions,single-page; article,African American history; African American men; African Americans; African Americans--History--1863-1877; Conventions; Freedmen; Freedmen--United States--19th century,"Raleigh, North Carolina",35.781547,-78.645536,https://www.ncpedia.org/freedmens-bureau,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/2532,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/045_freedmensconvention_sm.jpg,/objects/thumbs/045_freedmensconvention_th.jpg
,https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-2008-fall-v.48-no.1/3700444?item=5370137,juneteenth046,African American Political Pioneers,1868,no,"Ijames, Earl",,Article about the Black Caucus of the Constitutional Convention of 1868 from the Tar Heel Junior Historian,multiple-page; article,African American history; African American men; African Americans; African Americans--History--1863-1877; Constitutional conventions--North Carolina; Conventions; North Carolina. Constitution (1868); Slavery--Law and legislation--North Carolina--History,"Raleigh, North Carolina", 35.787743,-78.644257,,North Carolina Digital State Publications Collection,North Carolina Digital State Publications Collection,,,pubs_serial_6740319_tar2008v48n1,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/046_constconvention_sm.jpg,/objects/thumbs/046_constconvention_th.jpg
,https://www.ncpedia.org/outer-banks-freedom-settlements,juneteenth047,Outer Banks Freedom Settelements,1800,yes,"Davis, Sarajanee",,Article about the freedom settlements in the Outer Banks,single-page; article,"African Americans--North Carolina--James City--History; Enslaved persons--Emancipation--North Carolina; Freedmen; Freedmen--United States--19th century; North Carolina--History, African Americans; North Carolina--History--Civil War, 1861-1865--African Americans; Outer Banks (N.C.); Roanoke Island (N.C.)--History","Great Dismal Swamp, North Carolina; Roanoke Island, North Carolina; James City, North Carolina; New Bern, North Carolina",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/26006,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/047_outer_banks_sm.jpg,/objects/thumbs/047_outer_banks_th.jpg
,https://www.ncpedia.org/freedmens-colony-roanoke-island,juneteenth048,The Freedmen's Colony on Roanoke Island,1862,yes,Fort Raleigh National Historic Site,,Article about the Freedmen's colony on Roanoke Island,single-page; article,"African Americans--North Carolina--History; Enslaved persons--Emancipation--North Carolina; Freedmen; Freedmen--United States--19th century; North Carolina--History, African Americans; North Carolina--History--Civil War, 1861-1865--African Americans; Outer Banks (N.C.); Roanoke Island (N.C.)--History","Roanoke Island, North Carolina",,,https://www.ncpedia.org/monument/first-light-freedom,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/11776,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/048_freedmens_colony_sm.jpg,/objects/thumbs/048_freedmens_colony_th.jpg
,https://www.ncpedia.org/dismal-swamp-state-park,juneteenth049,Dismal Swamp State Park,1974,no,NC Division of Parks and Recreation,,Article about the Great Dismal Swamp which discusses it's importance to freedom seeking enslaved people,single-page; article,Dismal Swamp (N.C. and Va.)--History; Dismal Swamp State Park (N.C.); Fugitive slaves; Slavery--History; Swamps--North Carolina,"Great Dismal Swamp, North Carolina",36.505700,-76.355100,https://www.ncparks.gov/state-parks/dismal-swamp-state-park,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/11811,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/049_dismal_swamp_sm.jpg,/objects/thumbs/049_dismal_swamp_th.jpg
,https://www.ncpedia.org/maroons,juneteenth050,Maroons,,,"Smith, William S.",,Article about Maroons which was a term used to describe people who escaped enslavement,single-page; article,Dismal Swamp (N.C. and Va.)--History; Dismal Swamp State Park (N.C.); Fugitive slaves; Slavery--History; Swamps--North Carolina,"North Carolina, United States",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/2899,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/050_maroons_sm.jpg,/objects/thumbs/050_maroons_th.jpg
,https://www.ncpedia.org/manumission-societies,juneteenth051,Manumission Socities,1776,yes,"Kirkman, Roger N. and David A. Norris",,Article about Manumission Socities in North Carolina,single-page; article,Abolitionists; Antislavery movements; Quakers--North Carolina--History; Slavery and the church--Society of Friends; Slavery--North Carolina--History,"North Carolina, United States",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/2893,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/051_manumission_soc_sm.jpg,/objects/thumbs/051_manumission_soc_th.jpg
,https://statelibrary.ncdcr.libguides.com/c.php?g=1323749&p=9740925,juneteenth052,North Carolina Freedom Park LibGuide,2023-06,yes,"Bond, Mattison",,"LibGuide on resources related to Freedom Park in Raleigh, NC.",multi-page; article,"African Americans; African American architects; African American history; African Americans; African Americans--History--North Carolina; African Americans--United States--History; North Carolina--History, African Americans; North Carolina Freedom Park (Raleigh, N.C.); Parks; Parks--North Carolina--Planning; Parks--North Carolina--Raleigh","Raleigh, North Carolina",35.783646,-78.637528,https://ncpedia.org/north-carolina-freedom-park,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/052_freedompark_sm.jpg,/objects/thumbs/052_freedompark_th.jpg
,https://www.ncpedia.org/slave-rebellions,juneteenth053,Slave Rebellions,1739,yes,"Nash, Steven E. and Thomas C. Parramore",,Article about slave rebellions and impact in NC,single-page; article,"Enslaved persons; Slave insurrections--United States--History--19th century; Slavery--Insurrections, etc.; Slavery--United States--History","North Carolina, United States",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/3425,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/053_slave_rebellions_sm.jpg,/objects/thumbs/053_slave_rebellions_th.jpg
,https://www.ncpedia.org/anchor/nat-turners-rebellion,juneteenth054,Nat Turner's Rebellion,1831-08-22,no,"Walbert, David and L. Maren Wood",,Article about Nat Turner's rebellion with a discussion of impacts felt in NC,single-page; article,"Enslaved persons; Slave insurrections--United States--History--19th century; Slavery--Insurrections, etc.; Slavery--United States--History","Southhampton, Virginia",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/13630,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/054_nat_turner_sm.jpg,/objects/thumbs/054_nat_turner_th.jpg
,https://www.ncpedia.org/david-walkers-appeal,juneteenth055,David Walker's Appeal,1829-1831,no,"Hunter, Crystal",,Article about a published speech by David Walker,single-page; article,African American authors; African American men; African Americans--Biography; Slavery--United States--Controversial literature,United States,,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/864,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/055_walkers_appeal_sm.jpg,/objects/thumbs/055_walkers_appeal_th.jpg
,https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-1992-fall-v.32-no.1/3700401?item=5368408,juneteenth056,Liberty to Slaves: The Black Response,1775-1782,yes,"Crow, Jeffrey J.",,Article about African Americans fighting for freedom from enslavement during the American Revolutions,single-page; article,"African American soldiers--History; Enslaved persons--Emancipation--United States; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers; Revolutionary War, American, 1775-1783","North Carolina, United States",,,,North Carolina Digital State Publications Collection,North Carolina Digital State Publications Collection,,,pubs_serial_6740319_tar1992v32n1,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/056_aa_revolution_sm.jpg,/objects/thumbs/056_aa_revolution_th.jpg
,https://www.ncpedia.org/dunmores-ethiopian-regiment,juneteenth057,Dunmore's Ethiopian Regiment,1775-1776,no,"Causey, Ellen Fitzgibbons",,Article about a regiment of enslaved people fighting for the British during the American Revolution,single-page; article,"African American soldiers--History; Enslaved persons--Emancipation--United States; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers; Revolutionary War, American, 1775-1783","Virginia, United States; North Carolina, United States",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/2369,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/057_dunmore_sm.jpg,/objects/thumbs/057_dunmore_th.jpg
,https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-2011-spring-v.50-no.2/5715021?item=5717048,juneteenth058,United States Colored Troops: Fighting for Freedom,1863-1865,yes,"Haley, John H.",,Article about African Americans who fought during the Civil War,multiple-page; article,"African American soldiers--History; Enslaved persons--Emancipation--United States; North Carolina--History--Civil War, 1861-1865--African American soldiers","North Carolina, United States",,,,North Carolina Digital State Publications Collection,North Carolina Digital State Publications Collection,,,pubs_serial_6740319_tar2011springv50n2,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/058_us_colored_troops_sm.jpg,/objects/thumbs/058_us_colored_troops_th.jpg
,https://www.ncpedia.org/biography/galloway-abraham,juneteenth059,"Galloway, Abraham",1837-1870,no,"Franck, Julie",,Article about Abraham Galloway,single-page; article,"African American men; African American soldiers--History; African Americans--Biography; Enslaved persons--Emancipation--United States; North Carolina--History--Civil War, 1861-1865--African American soldiers","Smithville, North Carolina; Wilmington, North Carolina; Canada; Haiti",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/11718,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/059_galloway_abraham_sm.jpg,/objects/thumbs/059_galloway_abraham_th.jpg
,https://www.ncpedia.org/biography/walker-david,juneteenth060,"Walker, David",1785-1830,no,"Inscoe, John C.",,Article about black abolitionist David Walker who published a pamphlet against slavery,single-page; article,African American authors; African American men; African Americans--Biography; Slavery--United States--Controversial literature,"Wilmington, North Carolina; Boston, Massachusetts",,,https://www.ncpedia.org/david-walkers-appeal,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/1004,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/060_david_walker_sm.jpg,/objects/thumbs/060_david_walker_th.jpg
,https://www.ncpedia.org/copeland-john-anthony,juneteenth061,"Tar Heels at Harper's Ferry, October 16-18, 1859: John Anthony Copeland",1859-10-16,no,"Howard, Joshua",,Article about two NC free black men who participated in the Harper's Ferry raid.,single-page; article,"African American men; Enslaved persons; Free African Americans--Southern States--History--19th century; Harpers Ferry, Battle of, Harpers Ferry, W. Va., 1862; Slave insurrections--United States--History--19th century; Slavery--Insurrections, etc.; Slavery--United States--History","Harper's Ferry, Virginia; Raleigh, North Carolina; Fayetteville, North Carolina; Oberlin, Ohio",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/12036,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/061_harpers_ferry_sm.jpg,/objects/thumbs/061_harpers_ferry_th.jpg
,https://www.ncpedia.org/biography/bond-hannah,juneteenth062,"Bond, Hanna",1830 -1880,yes,"Rodriguez, Crystal",,"Article about Hannah Bond, a woman who escaped enslavement",single-page; article,"African American authors; African American women; African American women--Biography; African American women--Social conditions; Enslaved persons' writings, American; Fugitive slaves; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History; Slavery--United States--Controversial literature","Raleigh, North Carolina; Oberlin, Ohio; Washington, District of Columbia, United States",,,https://www.ncpedia.org/slave-narratives,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/8048,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/062_bond_hannah_sm.jpg,/objects/thumbs/062_bond_hannah_th.jpg
,https://www.ncpedia.org/biography/jacobs-harriet,juneteenth063,Harriet Jacobs,1813-1897,no,"Yellin, Jean Fagan",,Article about Harriet Jacobs,single-page; article,"African American authors; African American women; African American women--Biography; African American women--Social conditions; Enslaved persons' writings, American; Fugitive slaves; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History; Slavery--United States--Controversial literature","Edenton, North Carolina; New York City, New York; Cambridge, Massachusetts; Washington, D.C.",,,https://www.ncpedia.org/anchor/primary-source-louisa-jacobs; https://www.ncpedia.org/slave-narratives  ,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/939,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/063_jacobs_harriet_sm.jpg,/objects/thumbs/063_jacobs_harriet_th.jpg
,https://www.ncpedia.org/anchor/primary-source-louisa-jacobs,juneteenth064,Primary Source: Louisa Jacobs on Freedmen,1866,no,"Jacobs, Louisa",,Primary source report written by Louisa Jacobs about her work to educate freed people in Georgia,single-page; article,"African American women; African American women--Biography; African American women--Social conditions; Enslaved persons' writings, American; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History; Slavery--United States--Controversial literature","Savannah, Georgia",,,https://www.ncpedia.org/biography/jacobs-harriet,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/13833,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/064_jacobs_louisa_sm.jpg,/objects/thumbs/064_jacobs_louisa_th.jpg
,https://www.ncpedia.org/biography/griffin-edward-ned,juneteenth065,"Griffin, Edward “Ned” ",1770-1802,yes,"Kassa, Kemisa",,Article about enslaved man Ned Griffin who served in the Revolutionary War as a substitute for his enslaver,single-page; article,"African American men; African American soldiers--History; African Americans--Biography; Enslaved persons--Emancipation--United States; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers; Revolutionary War, American, 1775-1783","Edgecombe County, North Carolina",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/26129,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/065_edward_griffin_sm.jpg,/objects/thumbs/065_edward_griffin_th.jpg
,https://www.ncpedia.org/biography/grandy-moses,juneteenth066,"Grandy, Moses",1786,yes,"Mitchell, Samantha",,Article about enslaved man Moses Grandy,single-page; article,"African American men; African Americans--Biography; African American men--Social conditions; Enslaved persons' writings, American; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History; Slavery--United States--Controversial literature","Camden County, North Carolina; Boston, Massachusett",,,https://www.ncpedia.org/slave-narratives,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/8042,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/066_grandy_moses_sm.jpg,/objects/thumbs/066_grandy_moses_th.jpg
,https://www.ncpedia.org/jones-thomas-h,juneteenth067,"Jones, Thomas H.",1806,yes,"Leder, Eric",,Article about formerly enslaved abolitionist Thomas H. Jones,single-page; article,"African American authors; African American men; African Americans--Biography; African American men--Social conditions; Enslaved persons' writings, American; Fugitive slaves; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History","New Hanover County, North Carolina; Wilmington, North Carolina; Salem, Massachusetts; Worcester, Massachusetts",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/8024,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/067_jones_thomas_sm.jpg,/objects/thumbs/067_jones_thomas_th.jpg
,https://www.ncpedia.org/biography/keckley-elizabeth-hobbs,juneteenth068,"Keckly (Keckley), Elizabeth Hobbs",1820-1907,yes,"Wegner, Ansley",,Article about formerly enslaved women Elizabeth Keckly,single-page; article,"African American authors; African American women; African American women--Biography; African American women--Social conditions; Enslaved persons' writings, American; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History; Slavery--United States--Controversial literature","Virginia, United States; Hillsborough, North Carolina; St. Louis, Missouri; Washington, D.C.",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/11859,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/068_keckly_elizabeth_sm.jpg,/objects/thumbs/068_keckly_elizabeth_th.jpg
